"","SMILES_Solute","Temperature_K","Solvent","SMILES_Solvent","Solubility(mole_fraction)","Solubility(mol/L)","LogS(mol/L)","Compound_Name","CAS","PubChem_CID","FDA_Approved","Source"
"1","C(=N/Nc1ccccc1)\c1ccc[nH]1",298.15,"water","O",5.86e-07,3.24325085974567e-05,-4.48901945811403,"Pyrrole-2-carboxaldehyde phenylhydrazone",NA,NA,"No","10.1007/s10953-010-9568-z"
"2","C(=N/Nc1ccccc1)\c1ccco1",298.15,"water","O",5.73e-07,3.17130156736396e-05,-4.49876245781057,"Furan-2-carboxaldehyde phenylhydrazone","2216-75-3",5375013,"No","10.1007/s10953-010-9568-z"
"3","C(=N/Nc1ccccc1)\c1cccs1",298.15,"water","O",5.19e-07,2.87243529595628e-05,-4.54174974538141,"Thiophene-2-carboxaldehyde phenylhydrazone","39677-96-8",5716065,"No","10.1007/s10953-010-9568-z"
"4","O=[N+]([O-])c1ccc(N/N=C/c2ccc[nH]2)c([N+](=O)[O-])c1",298.15,"water","O",1.6e-08,8.85528740230075e-07,-6.05279733902413,"Pyrrole-2-carboxaldehyde 2,4-dinitrophenylhydrazone",NA,NA,"No","10.1007/s10953-010-9568-z"
"5","O=[N+]([O-])c1ccc(N/N=C/c2ccc[nH]2)cc1",298.15,"water","O",1.73e-07,9.57478100697833e-06,-5.01887115036702,"Pyrrole-2-carboxaldehyde 4-nitrophenylhydrazone",NA,NA,"No","10.1007/s10953-010-9568-z"
"6","O=[N+]([O-])c1ccc(N/N=C/c2ccco2)c([N+](=O)[O-])c1",298.15,"water","O",1.4e-08,7.7483764615164e-07,-6.1107892868704,"Furan-2-carboxaldehyde 2,4-dinitrophenylhydrazone","16416-22-1",5463001,"No","10.1007/s10953-010-9568-z"
"7","O=[N+]([O-])c1ccc(N/N=C/c2ccco2)cc1",298.15,"water","O",1.72e-07,9.51943544250526e-06,-5.02138880702256,"Furan-2-carboxaldehyde 4-nitrophenylhydrazone",NA,6049384,"No","10.1007/s10953-010-9568-z"
"8","O=[N+]([O-])c1ccc(N/N=C/c2cccs2)c([N+](=O)[O-])c1",298.15,"water","O",7e-09,3.87418820363888e-07,-6.41181928557445,"Thiophene-2-carboxaldehyde 2,4-dinitrophenylhydrazone","24383-66-2",5355511,"No","10.1007/s10953-010-9568-z"
"9","O=[N+]([O-])c1ccc(N/N=C/c2cccs2)cc1",298.15,"water","O",1.68e-07,9.2980531857199e-06,-5.03160797394142,"Thiophene-2-carboxaldehyde 4-nitrophenylhydrazone",NA,NA,"No","10.1007/s10953-010-9568-z"
"10","CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O",298.15,"water","O",3e-06,0.00016603713424795,-3.7797947710237,"Lornoxicam","70374-39-9",54690031,"Yes","10.1007/s10953-012-9876-6"
"11","C=C(CC(=O)O)C(=O)O",298.15,"water","O",0.0939,5.73551121407582,0.758572133232499,"Itaconic acid","97-65-4",811,"No","10.1007/s10953-012-9894-4"
"12","CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12",298.2,"water","O",9.34e-07,5.16380400773917e-05,-4.28703024974657,"Isoimperatorin","482-45-1",68081,"No","10.1007/s10953-012-9917-1"
"13","CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O",298.15,"water","O",3.315e-07,1.83470543751376e-05,-4.73643365191933,"(+)-usnic acid","7562-61-0",442614,"No","10.1007/s10953-013-0010-1"
"14","COC(=O)NCCCCCCNC(=O)OC",298.15,"water","O",6.21e-05,0.00343717181639644,-2.46379875792742,"Hexamethylene bis(methylcarbamate)","6030-54-2",235165,"No","10.1007/s10953-014-0160-9"
"15","O=C([O-])CCC(=O)[O-].[Na+].[Na+]",298.15,"water","O",4.26e-05,0.00235782067629986,-2.62748922818704,"Sodium succinate","150-90-3",9020,"No","10.1007/s10953-014-0168-1"
"16","CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1",298.2,"water","O",4e-07,2.2114780515061e-05,-4.65531736656211,"Ketoconazole","65277-42-1",456201,"No","10.1007/s10953-014-0171-6"
"17","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21",298.15,"water","O",1e-06,5.53456007244517e-05,-4.25691689433407,"Naringenin","480-41-1",439246,"No","10.1007/s10953-016-0526-2"
"18","Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1",298.2,"water","O",8.5e-07,4.69939297417814e-05,-4.32795823674314,"Cefpiramide","70797-11-4",636405,"No","10.1007/s10953-017-0664-1"
"19","CC(=O)CCc1ccc(O)cc1",298.15,"water","O",0.0011,0.060947141772686,-1.21504665659944,"4-(4-hydroxyphenyl)-2-butanone (raspberry ketone)","5471-51-2",21648,"No","10.1007/s10953-017-0681-0"
"20","CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21",298.15,"water","O",4.388e-05,0.00242866910122414,-2.61463165246611,"Cefmetazole acid","56796-20-4",42008,"Yes","10.1007/s10953-018-0758-4"
"21","C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.Cl",298.15,"water","O",0.0135,0.757389622518487,-0.120680649721969,"Valnemulin hydrochloride","133868-46-9",60195218,"No","10.1007/s10953-019-00861-7"
"22","NC(=O)c1c(F)c(F)c(F)c(F)c1F",297.5,"water","O",0.00026,0.0143827155737544,-1.84215910787849,"2,3,4,5,6-Pentafluorobenzamide","652-31-3",69547,"No","10.1007/s10953-020-00980-6"
"23","O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I",302.2,"water","O",0.00013,0.00717573511587122,-2.14413360115665,"5-iodo-2'-deoxyuridine","54-42-2",5905,"Yes","10.1007/s10953-020-00980-6"
"24","Cc1ccc(S(=O)[O-])cc1.[Na+]",298.15,"water","O",0.0314,1.79418761603956,0.253867854733929,"Sodium 4-tolylsulfinate","824-79-3",2723791,"No","10.1007/s10953-023-01272-5"
"25","CC(C)CC(N)C(=O)O",298.15,"water","O",0.00135,0.074817489872777,-1.12599686647581,"DL-leucine","328-39-2",857,"No","10.1007/s10953-023-01353-5"
"26","CC(O)C(N)C(=O)O",298.15,"water","O",0.02442,1.38536892735761,0.141565442555575,"DL-threonine","80-68-2",205,"No","10.1007/s10953-023-01353-5"
"27","CCC(C)C(N)C(=O)O",298.15,"water","O",0.003,0.166536244871166,-0.778491232220759,"DL-Isoleucine","443-79-8",791,"No","10.1007/s10953-023-01353-5"
"28","NC(Cc1ccc(O)cc1)C(=O)O",298.15,"water","O",4.5e-05,0.00249066162182127,-2.603685271162,"DL-tyrosine","556-03-6",1153,"No","10.1007/s10953-023-01353-5"
"29","CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2",298.2,"water","O",5.6e-06,0.00030960853717589,-3.50918707254579,"Ivermectin","70288-86-7",6321424,"No","10.1007/s10953-024-01416-1"
"30","O=[N+]([O-])c1ccn([N+](=O)[O-])n1",298.15,"water","O",0.00050999999999999,0.0282406308649551,-1.54912560584585,"1,3-dinitropyrazole","38858-81-0",23279529,"No","10.1007/s10953-024-01426-z"
"31","O=C(O)/C=C\C(=O)O",298.15,"water","O",0.1109,6.90340904568054,0.839063607274847,"Maleic acid","110-16-7",444266,"No","10.1016/0021-9614(87)90139-X"
"32","O=C(O)C(=O)O",298.15,"water","O",0.02301,1.30349440543645,0.115109171527907,"Oxalic acid","144-62-7",971,"No","10.1016/0021-9614(87)90139-X"
"33","O=C(O)C(O)C(O)C(=O)O",298.15,"water","O",0.1435,9.2727212631233,0.967207205139716,"Tartaric acid","526-83-0",875,"No","10.1016/0021-9614(87)90139-X"
"34","O=C(O)CC(=O)O",298.15,"water","O",0.2176,15.3926261176354,1.18731272061783,"Malonic acid","141-82-2",867,"No","10.1016/0021-9614(87)90139-X"
"35","O=C(O)CC(O)(CC(=O)O)C(=O)O",298.15,"water","O",0.1321,8.42395039122734,0.925515800618117,"Citric acid","77-92-9",311,"Yes","10.1016/0021-9614(87)90139-X"
"36","O=C(O)CC(O)C(=O)O",298.15,"water","O",0.1578,10.3698967712927,1.01577443316039,"Malic acid","6915-15-7",525,"Yes","10.1016/0021-9614(87)90139-X"
"37","O=C(O)CCCCC(=O)O",298.15,"water","O",0.00307,0.170434056867656,-0.768443618302747,"Adipic acid","124-04-9",196,"No","10.1016/0021-9614(87)90139-X"
"38","O=C(O)CCCC(=O)O",298.15,"water","O",0.16,10.5420086435907,1.02292336796528,"Glutaric acid","110-94-1",743,"No","10.1016/0021-9614(89)90161-4"
"39","O=C(O)CCCCCC(=O)O",298.15,"water","O",0.007565,0.421880577358726,-0.374810468313535,"Pimelic acid","111-16-0",385,"No","10.1016/0021-9614(89)90161-4"
"40","O=C(O)c1ccccc1C(=O)O",298.15,"water","O",0.0007613,0.0421666651791201,-1.37503074452877,"o-phthalic acid","88-99-3",1017,"No","10.1016/0021-9614(89)90161-4"
"41","O=C(O)c1ccccc1O",298.15,"water","O",0.0003333,0.018452820599877,-1.73393724048941,"Salicylic acid","69-72-7",338,"Yes","10.1016/0021-9614(89)90161-4"
"42","O=C(O)c1ccco1",298.15,"water","O",0.007965,0.444366649304256,-0.352258543265474,"2-furancarboxylic acid","88-14-2",6919,"No","10.1016/0021-9614(89)90161-4"
"43","CC(=O)CCC(=O)O",298.15,"water","O",0.4484,44.9908313050703,1.65312401779036,"Levulinic acid","123-76-2",11579,"No","10.1016/0021-9614(90)90201-z"
"44","O=C(O)CCCCCCC(=O)O",298.15,"water","O",0.0002504,0.0138619956065642,-1.85817424313466,"Suberic acid","505-48-6",10457,"No","10.1016/0021-9614(90)90201-z"
"45","O=C(O)CCCCCCCC(=O)O",298.15,"water","O",0.0001706,0.00944356111315787,-2.024864204838,"Azelaic acid","123-99-9",2266,"Yes","10.1016/0021-9614(90)90201-z"
"46","O=C(O)CO",298.15,"water","O",0.3695,32.4348596629428,1.51101202319298,"Glycolic acid","79-14-1",757,"No","10.1016/0021-9614(90)90201-z"
"47","O=C(O)COCC(=O)O",296.65,"water","O",0.0823,4.96527045691072,0.695942909376195,"Diglycolic acid","110-99-6",8088,"No","10.1016/0021-9614(90)90201-z"
"48","CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1",298.2,"water","O",1.926e-05,0.0010648467648182,-2.97271288422711,"Nonivamide","2444-46-4",2998,"No","10.1016/j.cjche.2013.05.001"
"49","COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O",298.15,"water","O",1.25e-06,6.91820182010864e-05,-4.16000677275227,"Diosmin","520-27-4",5281613,"Yes","10.1016/j.cjche.2014.03.006"
"50","C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12.O.O.O",298.15,"water","O",0.00066009999999999,0.0365577262596835,-1.43702082343001,"Meropenem trihydrate","119478-56-7",441129,"No","10.1016/j.cjche.2017.05.002"
"51","Nc1cccc(N)c1",298.15,"water","O",0.0499,2.90679161604532,0.46341389890305,"m-phenylenediamine","108-45-2",7935,"No","10.1016/j.cjche.2018.11.005"
"52","Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1",298.15,"water","O",1e-05,0.00055346098839839,-3.25691298566223,"Lamotrigine","84057-84-1",3878,"Yes","10.1016/j.cjche.2019.02.026"
"53","O=C(OCCO)c1ccc(C(=O)OCCO)cc1",298.15,"water","O",4.2e-05,0.0023246105395544,-2.63364979747957,"bis-2-hydroxyethyl terephthalate (BHET)","959-26-2",13739,"No","10.1016/j.cjche.2021.03.024"
"54","COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1",298.15,"water","O",9.32e-07,5.15820963676029e-05,-4.28750101151214,"Indomethacin","53-86-1",3715,"Yes","10.1016/j.fluid.2010.09.027"
"55","N[C@@H](CCC(=O)O)C(=O)O",298,"water","O",0.00104,0.0575632715510667,-1.23985453134072,"ß-form l-glutamic acid","56-86-0",33032,"No","10.1016/j.fluid.2010.10.020"
"56","CC1(C)COP(=O)(O)OC1c1ccccc1Cl",298.15,"water","O",0.000162,0.00896743107520803,-2.04733195268064,"Chlocyphos",NA,4393690,"No","10.1016/j.fluid.2012.06.010"
"57","O=C(O)CCP(=O)([O-])c1ccccc1.[Na+]",298.15,"water","O",0.02007,1.1335351461365,0.054434990308594,"Propanoic acid 3-(hydroxyphenylphosphinyl)-monosodium salt",NA,NA,"No","10.1016/j.fluid.2013.02.001"
"58","O=C([O-])CCP(=O)([O-])c1ccccc1.[Na+].[Na+]",298.15,"water","O",0.0009063,0.0502051687212647,-1.2992515690787,"Propanoic acid 3-(hydroxyphenylphosphinyl)-disodium salt",NA,NA,"No","10.1016/j.fluid.2013.02.001"
"59","NCC(=O)O",298.15,"water","O",0.0567,3.32671729352364,0.522015895825419,"Glycine","56-40-6",750,"Yes","10.1016/j.fluid.2013.09.013"
"60","Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1",298.15,"water","O",2.81e-06,0.00015552141952976,-3.80820978835448,"Sulfamethazine","57-68-1",5327,"Yes","10.1016/j.fluid.2013.09.018"
"61","Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1",298.15,"water","O",1.71e-06,9.46410444340211e-05,-4.02392047559241,"Sulfamerazine","127-79-7",5325,"Yes","10.1016/j.fluid.2013.09.018"
"62","CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O",298.15,"water","O",1.51e-05,0.000835730354749,-3.07793382343941,"Cefoperazone","62893-19-0",44187,"Yes","10.1016/j.fluid.2013.11.005"
"63","O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O",298.15,"water","O",0.014486,0.813520224327645,-0.0896316459173894,"Myo-inositol","87-89-8",892,"No","10.1016/j.fluid.2013.11.045"
"64","C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O.O=C(O)C(O)C(O)C(=O)O",298.15,"water","O",0.0001536,0.00850238173602616,-2.07045940017718,"Valnemulin hydrogen tartrate",NA,NA,"No","10.1016/j.fluid.2014.03.022"
"65","O=C(O)CC(O)C(=O)O",298.15,"water","O",0.15,9.76686094920899,0.989755004712623,"Malic acid","6915-15-7",525,"Yes","10.1016/j.fluid.2014.06.017"
"66","COc1cc(O)c2c(c1)oc(=O)c1c3cc(O)c(O)cc3oc21",298.15,"water","O",0.00226785,0.125800692187204,-0.900316969286171,"Ethanol","524-12-9",5281813,"No","10.1016/j.fluid.2014.10.031"
"67","Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1",298.15,"water","O",1.7913e-05,0.00099142251372284,-3.00374122314059,"Cefazolin acid","25953-19-9",33255,"Yes","10.1016/j.fluid.2014.12.020"
"68","N=C(N)N.O=[N+]([O-])O",298.25,"water","O",0.019,1.07189981844895,0.0301541973642828,"Guanidine nitrate","506-93-4",10481,"No","10.1016/j.fluid.2014.12.037"
"69","N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1.O",298.15,"water","O",0.00047579,0.0263453919098203,-1.57929533654815,"Cefaclor","70356-03-5",51038,"Yes","10.1016/j.fluid.2015.01.001"
"70","O=S(=O)([O-])NC1CCCCC1.[Na+]",298.14,"water","O",0.02002,1.12948549320098,0.0528806573340962,"Sodium cyclamate","139-05-9",23665706,"No","10.1016/j.fluid.2015.01.012"
"71","CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F",298.15,"water","O",0.01513,0.85024226708298,-0.0704573092669987,"Flunixin meglumine","42461-84-7",39212,"No","10.1016/j.fluid.2015.06.026"
"72","COC(=O)[C@H](N)c1ccccc1.Cl",293.15,"water","O",0.058,3.41165212052,0.532964740596,"D-phenylglycine methyl ester hydrochloride","19883-41-1",12247453,"No","10.1016/j.fluid.2016.02.020"
"73","CC(=O)Nc1ccc(O)cc1",298.15,"water","O",0.00191999999999999,0.106467865429018,-0.972781453002266,"Paracetamol","103-90-2",1983,"Yes","10.1016/j.fluid.2016.05.012"
"74","CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1",298.15,"water","O",0.0001174,0.00649832993141105,-2.18719824255187,"Linezolid","165800-03-3",441401,"Yes","10.1016/j.fluid.2016.10.021"
"75","CC(C)(C)[NH3+].[S-]c1nc2ccccc2s1",303.15,"water","O",3.94e-06,0.00021775611746507,-3.66202963542935,"2-mercaptobenzothiazole tertbutylamine salt",NA,NA,"No","10.1016/j.fluid.2016.12.002"
"76","[NH3+]C1CCCCC1.[S-]c1nc2ccccc2s1",303.15,"water","O",1.316e-05,0.00072733424560154,-3.13826596374763,"2-mercaptobenzothiazole cyclohexylamine salt",NA,NA,"No","10.1016/j.fluid.2016.12.002"
"77","Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1",298.15,"water","O",0.00996,0.556787232812165,-0.25431073169993,"Cytarabine","147-94-4",6253,"Yes","10.1016/j.fluid.2017.04.021"
"78","Cn1c(=O)c2c(ncn2C)n(C)c1=O",298,"water","O",0.00193,0.106919405505415,-0.970943464678271,"Caffeine","58-08-2",2519,"Yes","10.1016/j.fluid.2017.09.021"
"79","O=C(O)c1cc(O)c(O)c(O)c1",298,"water","O",0.00158,0.0874991920723904,-1.05799595703623,"Gallic acid","149-91-7",370,"No","10.1016/j.fluid.2017.09.021"
"80","CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F",298.25,"water","O",0.0012,0.0664924470563677,-1.17722768384028,"Capecitabine","154361-50-9",60953,"Yes","10.1016/j.fluid.2017.12.024"
"81","NC(N)=C([N+](=O)[O-])[N+](=O)[O-]",296.15,"water","O",2e-05,0.00110747704823649,-2.95566526549092,"1,1-diamino-2,2-dinitroethylene (FOX-7)","145250-81-3",536770,"No","10.1016/j.fluid.2017.12.035"
"82","CC(=O)Nc1ccc(O)cc1",298.15,"water","O",0.001839,0.101967977061523,-0.991536196562066,"Paracetamol","103-90-2",1983,"Yes","10.1016/j.fluid.2018.01.017"
"83","CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O",298.15,"water","O",2.85e-06,0.00015773525387519,-3.80207123087922,"ß-lapachone","4707-32-8",3885,"No","10.1016/j.fluid.2018.05.005"
"84","Cn1cc([N+](=O)[O-])cn1",298.15,"water","O",0.000127,0.00702977704479875,-2.15305844877094,"1-methyl-4-nitropyrazole","3994-50-1",19895,"No","10.1016/j.fluid.2018.05.023"
"85","Nc1nc(N)nc(NC2CC2)n1",298.15,"water","O",0.001438,0.079701505019005,-1.09853347765937,"Cyromazine","66215-27-8",47866,"No","10.1016/j.fluid.2018.07.024"
"86","O=c1ccc2ccccc2o1",298.15,"water","O",0.000235,0.0130092603402099,-1.88574739515995,"Coumarin","91-64-5",323,"Yes","10.1016/j.fluid.2020.112788"
"87","COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O",298.15,"water","O",1.5e-07,8.3018330521026e-06,-5.08082600442891,"Curcumin","458-37-7",969516,"No","10.1016/j.fluid.2020.112917"
"88","O=C(O)c1ccc(-c2ccc(C(=O)O)o2)o1",298.15,"water","O",9.64e-07,5.33531571776558e-05,-4.27283987606585,"2,2'-bifuran-5,5'-dicarboxylic acid","50738-83-5",12409811,"No","10.1016/j.fluid.2025.114355"
"89","C1CCCC1",296.2,"water","O",4.17e-05,0.00230756574267088,-2.63684591705288,"Cyclopentane","287-92-3",9253,"No","10.1016/j.jct.2008.01.019"
"90","CCC(C)C",293.2,"water","O",1.24e-05,0.0006870566496583,-3.16300745272255,"i-pentane","78-78-4",6556,"No","10.1016/j.jct.2008.01.019"
"91","CCCCC",295.45,"water","O",1.03e-05,0.00057043662764825,-3.24379259627889,"n-pentane","109-66-0",8003,"No","10.1016/j.jct.2008.01.019"
"92","CCCCCC",295.5,"water","O",2.7e-06,0.00014945033194918,-3.82550311599747,"n-hexane","110-54-3",8058,"No","10.1016/j.jct.2008.01.019"
"93","C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(=O)cc(-c5ccccc5O)oc4c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O",298.2,"water","O",3.2e-07,1.76918229967024e-05,-4.75222741431374,"Apigenin 7-O-rhamnosylglucoside",NA,NA,"No","10.1016/j.jct.2010.09.013"
"94","O=C(O)c1cccnc1",293.41,"water","O",0.002183,0.121207292041247,-0.916471251473276,"Nicotinic acid","59-67-6",938,"Yes","10.1016/j.jct.2011.11.023"
"95","Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)[O-].[Na+]",298.25,"water","O",0.007852,0.437999317183068,-0.35852656653667,"Sodium 4-nitrotoluene-2-sulfonate","5258-64-0",21329,"No","10.1016/j.jct.2013.11.007"
"96","O=P([O-])([O-])OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O.[Na+].[Na+]",298.15,"water","O",0.01552,0.872504128351786,-0.0592325094505492,"Inosine-5'-monophosphate disodium","4691-65-0",135414245,"No","10.1016/j.jct.2014.04.023"
"97","Cn1c(=O)c2c(ncn2CCO)n(C)c1=O",300.9,"water","O",0.0039,0.216209144363332,-0.66512594191577,"7-(ß-hydroxyethyl) theophylline","519-37-9",1892,"No","10.1016/j.jct.2014.05.005"
"98","O=C([O-])c1cccc(S(=O)(=O)O)c1.[Na+]",298.15,"water","O",0.0372,2.13840287504493,0.33008952965014,"Sodium 3-sulfobenzoate","17625-03-5",23668512,"No","10.1016/j.jct.2014.07.007"
"99","O=S(=O)([O-])c1ccc2ccccc2c1.[Na+]",298.15,"water","O",3.36e-06,0.0001859616573041,-3.73057659200701,"Sodium 2-naphthalenesulfonate","532-02-5",23661868,"No","10.1016/j.jct.2014.11.011"
"100","O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1",299.55,"water","O",0.02484,1.40927967959757,0.148997189881952,"(-)-shikimic acid","138-59-0",8742,"No","10.1016/j.jct.2015.04.009"
"101","C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1",298.15,"water","O",1.43e-07,7.91441412093691e-06,-5.10158122905959,"Ibrutinib","936563-96-1",24821094,"Yes","10.1016/j.jct.2015.04.014"
"102","O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12",293.2,"water","O",4.096e-06,0.00022694844096132,-3.64407279632813,"Daidzin","552-66-9",107971,"No","10.1016/j.jct.2015.04.025"
"103","COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc(OC)c1O",298.15,"water","O",1.4e-09,7.74837636388686e-08,-7.11078929234252,"Tricin","520-32-1",5281702,"No","10.1016/j.jct.2015.04.037"
"104","CC1=C(O)C(=O)C(C)O1",298.15,"water","O",0.0408,2.35414746815796,0.371833664370322,"4-hydroxy-2,5-dimethyl-3(2H)-furanone (DMHF)","3658-77-3",19309,"No","10.1016/j.jct.2015.08.028"
"105","Cc1ncc(CO)c(CO)c1O.Cl",298.15,"water","O",0.019114,1.07848899298324,0.0328157170685728,"Vitamin B6 hydrochloride","58-56-0",6019,"Yes","10.1016/j.jct.2015.09.026"
"106","COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1",298.15,"water","O",9.36e-05,0.00518082797295871,-2.28560082802462,"Omeprazole","73590-58-6",4594,"No","10.1016/j.jct.2015.11.005"
"107","CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]",298.15,"water","O",5.4e-06,0.00029886755893061,-3.52452122360926,"Rosuvastatin calcium","147098-20-2",5282455,"Yes","10.1016/j.jct.2015.11.019"
"108","CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.Cl",298.15,"water","O",4.756e-05,0.00263235933322803,-2.57965482714536,"Cefmenoxime hydrochloride","75738-58-8",87716431,"Yes","10.1016/j.jct.2015.11.024"
"109","CSCC[C@H](N)C(=O)O",298.15,"water","O",0.00680999999999999,0.379487473726049,-0.420802554897457,"L-methionine","63-68-3",6137,"Yes","10.1016/j.jct.2015.12.022"
"110","CNC(=O)NC",298.15,"water","O",0.4046,37.6096870344022,1.57529971949531,"1,3-dimethylurea","96-31-1",7293,"No","10.1016/j.jct.2015.12.032"
"111","C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12",298.2,"water","O",5e-06,0.00027643602804449,-3.55840535579404,"Betulin","473-98-3",72326,"No","10.1016/j.jct.2016.02.006"
"112","C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O",298.2,"water","O",2.2e-05,0.0012163392012656,-2.91494529620199,"Estrone","53-16-7",5870,"Yes","10.1016/j.jct.2016.02.006"
"113","O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21",298.15,"water","O",8.07e-07,4.46638911644929e-05,-4.35004344343091,"Aloe-emodin","481-72-1",10207,"No","10.1016/j.jct.2016.02.020"
"114","CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]2(C)C(=O)C[C@@H]13",298.2,"water","O",5.97e-07,3.30063164209754e-05,-4.48140294120465,"Limonin","1180-71-8",179651,"No","10.1016/j.jct.2016.03.037"
"115","COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O",298.15,"water","O",7.57e-05,0.00418997496628396,-2.37778857179199,"Bergenin","477-90-7",66065,"No","10.1016/j.jct.2016.05.003"
"116","NCCCC(=O)O",298.15,"water","O",0.1806,12.1984445880162,1.0863044577316,"4-aminobutyric acid","56-12-2",119,"No","10.1016/j.jct.2016.07.014"
