,ID,Solubility,SMILEScurated,SD,Group,Dataset,Composition,Error,Charge,IONIZABLE,SMILES_standard
2453,B-2602,-0.6835,CCOP(=O)(OCC)N=C1SCS1,0.0,G1,B,,,Uncharged,Non-ionizable,CCOP(=O)(N=C1SCS1)OCC
2454,B-2603,-3.2803,N#CSCSC1=NC2=CC=CC=C2S1,0.0,G1,B,,,Uncharged,Non-ionizable,N#CSCSc1nc2ccccc2s1
2455,B-2604,-1.9079,CCCC(O)CC(C)C,0.0,G1,B,,,Uncharged,Non-ionizable,CCCC(O)CC(C)C
2456,B-2607,-3.8279,CC(=O)OC(C1=CC=C(Cl)C(Cl)=C1)C(Cl)(Cl)Cl,0.0,G1,B,,,Uncharged,Non-ionizable,CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl
2457,B-2614,-4.5221,COP(=O)(OC)OC(=CCl)C1=CC(Cl)=C(Cl)C=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl
2458,B-2624,-4.5746,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,0.0,G1,B,,,Uncharged,Non-ionizable,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
2459,B-2625,-0.7544,CCN1C=NC2=C1C(=O)N(C)C(=O)N2C,0.0,G1,B,,,Uncharged,Non-ionizable,CCn1cnc2c1c(=O)n(C)c(=O)n2C
2460,B-2628,-0.1551,CN1C2=C(N(CCCO)C=N2)C(=O)N(C)C1=O,0.0,G1,B,,,Uncharged,Non-ionizable,Cn1c(=O)c2c(ncn2CCCO)n(C)c1=O
2461,B-2632,-2.0011,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,0.0,G1,B,,,Uncharged,Non-ionizable,COP(=O)(OC)OC1=C(Cl)C2C=CCC12
2462,B-2638,-1.1442,CC1=NC2=NC(C)=C(C)N=C2C=N1,0.0,G1,B,,,Uncharged,Non-ionizable,Cc1ncc2nc(C)c(C)nc2n1
2463,B-2642,-3.9049,CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,0.09855,G3,B,,,Uncharged,Non-ionizable,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1
2464,B-2643,-2.9844,CC1(C)OC(=O)C2=CC3=CC=CC=C3C=C12,0.0,G1,B,,,Uncharged,Non-ionizable,CC1(C)OC(=O)c2cc3ccccc3cc21
2465,B-2649,-2.9076,CCCCCC1C(CC(=O)OC)CCC1=O,0.155898317,G3,B,,,Uncharged,Non-ionizable,CCCCCC1C(=O)CCC1CC(=O)OC
2466,B-2652,-4.9703,ClC1=CC=C(Cl)C(OC2=CC=CC=C2)=C1,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1ccc(Cl)c(Oc2ccccc2)c1
2467,B-2653,-5.5201,ClC1=CC=C(OC2=CC(Cl)=CC(Cl)=C2)C=C1,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1ccc(Oc2cc(Cl)cc(Cl)c2)cc1
2468,B-2654,-3.5924,CCOP(=S)(OCC)SCCl,0.0,G1,B,,,Uncharged,Non-ionizable,CCOP(=S)(OCC)SCCl
2469,B-2655,-3.762,CCOC(=O)CN1C(=O)SC2=CC=CC(Cl)=C12,0.0,G1,B,,,Uncharged,Non-ionizable,CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21
2470,B-2658,-7.0122,CCCCC(CC)COC(=O)COC1=CC=C(Cl)C=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl
2471,B-2659,-3.2262,CCCC=CC,0.0,G1,B,,,Uncharged,Non-ionizable,CC=CCCC
2472,B-2660,0.8723,CCC(O)OC(O)CC,0.0,G1,B,,,Uncharged,Non-ionizable,CCC(O)OC(O)CC
2473,B-2662,-5.027,CCSC(=O)COC1=CC=C(Cl)C=C1C,0.0,G1,B,,,Uncharged,Non-ionizable,CCSC(=O)COc1ccc(Cl)cc1C
2474,B-2663,-2.3676,CC(=O)C(=NO)C1=CC=CC=C1,0.0,G1,B,,,Uncharged,Non-ionizable,CC(=O)C(=NO)c1ccccc1
2475,B-2665,-1.7415,BrC=CBr,0.0,G1,B,,,Uncharged,Non-ionizable,BrC=CBr
2476,B-2667,0.6855,COCC(C)OCC(C)OC(C)CO,0.0,G1,B,,,Uncharged,Non-ionizable,COCC(C)OCC(C)OC(C)CO
2477,B-2671,-4.4651,CSC1=CC(=O)C2=CC=CC=C2C1=O,0.0,G1,B,,,Uncharged,Non-ionizable,CSC1=CC(=O)c2ccccc2C1=O
2478,B-2676,-6.1517,CC1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1,0.0,G1,B,,,Uncharged,Non-ionizable,Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1
2479,B-2677,-6.3733,CC1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2C)C=C1,0.0,G1,B,,,Uncharged,Non-ionizable,Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2C)cc1
2480,B-2678,-2.6301,CCCCCCCCN1SC=CC1=O,0.0,G1,B,,,Uncharged,Non-ionizable,CCCCCCCCn1sccc1=O
2481,B-2679,-8.0133,ClC1=CC=CC=C1C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1ccccc1-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
2482,B-2680,-1.1765,CCOP(=O)(OCC)OCC(C)C,0.0,G1,B,,,Uncharged,Non-ionizable,CCOP(=O)(OCC)OCC(C)C
2483,B-2683,-3.4792,BrC1=CN=C(NC1=O)C1=CC=CC=C1,0.0,G1,B,,,Uncharged,Non-ionizable,O=c1[nH]c(-c2ccccc2)ncc1Br
2484,B-2686,-1.5598,CCCC(=O)OCCOCCOCCOC(=O)CCC,0.0,G1,B,,,Uncharged,Non-ionizable,CCCC(=O)OCCOCCOCCOC(=O)CCC
2485,B-2689,-4.9408,ClC1CC(Cl)(Cl)C(Cl)C(Cl)C1Cl,0.0,G1,B,,Multi-constituent Substances,Uncharged,Non-ionizable,ClC1CC(Cl)(Cl)C(Cl)C(Cl)C1Cl
2486,B-2691,-5.837,CCCCCCCCCCC(O)CCC,0.0,G1,B,,,Uncharged,Non-ionizable,CCCCCCCCCCC(O)CCC
2487,B-2693,-5.0365,ClC1=C2COC(=O)C2=C(Cl)C(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21
2488,B-2694,-3.0256,CCOC(=O)CC1=NNC2=CC=C(Cl)C=C12,0.0,G1,B,,,Uncharged,Non-ionizable,CCOC(=O)Cc1n[nH]c2ccc(Cl)cc12
2489,B-2696,-6.6375,CC(C)CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C,0.0,G1,B,,,Uncharged,Non-ionizable,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C
2490,B-2697,-3.1727,C=CCOC1=NS(=O)(=O)C2=CC=CC=C12,0.0,G1,B,,,Uncharged,Non-ionizable,C=CCOC1=NS(=O)(=O)c2ccccc21
2491,B-2698,-0.1707,CCOC(C)C(=O)C(O)O,0.0,G1,B,,,Uncharged,Non-ionizable,CCOC(C)C(=O)C(O)O
2492,B-2699,-9.351,BrC1=CC=C(C(Br)=C1Br)C1=C(Br)C(Br)=C(Br)C(Br)=C1Br,0.0,G1,B,,,Uncharged,Non-ionizable,Brc1ccc(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br
2493,B-2700,-5.2239,CC(C)C1=CC=CC=C1OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,0.0,G1,B,,,Uncharged,Non-ionizable,CC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1
2494,B-2701,-2.5803,S=C1NC=C2NC=NC2=N1,0.0,G1,B,,,Uncharged,Non-ionizable,S=c1nc2nc[nH]c2c[nH]1
2495,B-2704,-5.0605,ClC1=CC=CC(Cl)=C1OC1=CC=CC=C1,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cccc(Cl)c1Oc1ccccc1
2496,B-2705,-6.0524,CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,0.44925,G3,B,,,Uncharged,Non-ionizable,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
2497,B-2714,-1.1992,CCC(CC)(C(N)=O)C(N)=O,0.0,G1,B,,,Uncharged,Non-ionizable,CCC(CC)(C(N)=O)C(N)=O
2498,B-2717,-6.7708,CCCCCCCCCCCCC(O)CCC,0.0,G1,B,,,Uncharged,Non-ionizable,CCCCCCCCCCCCC(O)CCC
2499,B-2724,-5.7165,CC(C)CCCCCCCOP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,0.912929264,G2,B,,,Uncharged,Non-ionizable,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1
2500,B-2728,1.065,C1OC1C1CO1,0.0,G1,B,,,Uncharged,Non-ionizable,C1OC1C1CO1
2501,B-2731,-0.0651,CCC1CCC(O)O1,0.0,G1,B,,,Uncharged,Non-ionizable,CCC1CCC(O)O1
2502,B-2732,1.065,C1OC1C1CO1,0.0,G1,B,,,Uncharged,Non-ionizable,C1OC1C1CO1
2503,B-2733,-0.4487,CC1CCC2(CCC(C)O2)O1,0.0,G1,B,,,Uncharged,Non-ionizable,CC1CCC2(CCC(C)O2)O1
2504,B-2736,-1.113,COC1=NC=NC2=NC=CN=C12,0.0,G1,B,,,Uncharged,Non-ionizable,COc1ncnc2nccnc12
2505,B-2737,-5.1905,CCOP(=S)(OCC)SCN1C(=O)OC2=CC=CC=C12,0.0,G1,B,,,Uncharged,Non-ionizable,CCOP(=S)(OCC)SCn1c(=O)oc2ccccc21
2506,B-2738,-6.678,C1C2=CC=CC=C2C2=C1C1=CC=CC=C1C=C2,0.0,G1,B,,,Uncharged,Non-ionizable,c1ccc2c(c1)Cc1c-2ccc2ccccc12
2507,B-2740,-2.7785,COC(=O)C(C)=COP(=S)(OC)OC,0.0,G1,B,,,Uncharged,Non-ionizable,COC(=O)C(C)=COP(=S)(OC)OC
2508,B-2746,-2.0578,CCCCC(C)C(C)O,0.1689,G3,B,,,Uncharged,Non-ionizable,CCCCC(C)C(C)O
2509,B-2748,-8.5224,CC1=CC2=C3C(C=CC4=C5C=CC=CC5=CC1=C34)=CC=C2,0.0,G1,B,,,Uncharged,Non-ionizable,Cc1cc2cccc3ccc4c5ccccc5cc1c4c32
2510,B-2749,-1.5376,CC(C)(O)CCCC1=CCC(CC1)C=O,0.0,G1,B,,,Uncharged,Non-ionizable,CC(C)(O)CCCC1=CCC(C=O)CC1
2511,B-2750,-8.775,ClC1=CC(Cl)=C(Cl)C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C12,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cc(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl
2512,B-2755,0.1641,OC(C=O)C1OC(=O)C(O)C1O,0.0,G1,B,,,Uncharged,Non-ionizable,O=CC(O)C1OC(=O)C(O)C1O
2513,B-2760,-7.9823,ClC1=CC=C(C=C1Cl)C1=CC=C(Cl)C(Cl)=C1Cl,0.51117431,G4,B,,,Uncharged,Non-ionizable,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl
2514,B-2762,-8.8498,ClC1=CC(=CC(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl
2515,B-2766,-9.1,ClC1=CC(Cl)=C(C(Cl)=C1Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
2516,B-2768,-5.9563,ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl,0.0,G1,B,,,Uncharged,Non-ionizable,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
2517,B-2770,-8.3748,ClC1=CC(=CC(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1,0.0826,G3,B,,,Uncharged,Non-ionizable,Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1
2518,B-2771,-7.25,ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=CC=CC=C1,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cc(Cl)c(Cl)c(-c2ccccc2)c1Cl
2519,B-2776,-2.2373,NNP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,0.0,G1,B,,,Uncharged,Non-ionizable,NNP(=O)(Oc1ccccc1)Oc1ccccc1
2520,B-2778,-1.1406,COC(=O)CS(=O)(=O)C1=CC=CC=C1,0.0,G1,B,,,Uncharged,Non-ionizable,COC(=O)CS(=O)(=O)c1ccccc1
2521,B-2783,-6.8485,CC(C)C1=CC(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)=CC(=C1)C1=CC=CC=C1,0.0,G1,B,,,Uncharged,Non-ionizable,CC(C)c1cc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc(-c2ccccc2)c1
2522,B-2786,0.8292,COC(C)COC(C)CO,1.500027032,G2,B,,,Uncharged,Non-ionizable,COC(C)COC(C)CO
2523,B-2788,-6.693,CCCSP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl
2524,B-2791,-2.0566,COP(=O)(OC)OC1=C(Cl)CC2C=CC12,0.0,G1,B,,,Uncharged,Non-ionizable,COP(=O)(OC)OC1=C(Cl)CC2C=CC12
2525,B-2793,-8.0115,ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
2526,B-2794,-8.0566,ClC1=CC=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
2527,B-2800,-6.0171,CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1,0.0,G1,B,,,Uncharged,Non-ionizable,CCCSP(=S)(OCC)Oc1ccc(SC)cc1
2528,B-2809,-8.1979,BrC1=CC(Br)=C(OC2=CC(Br)=CC(Br)=C2Br)C(Br)=C1,0.0,G1,B,,,Uncharged,Non-ionizable,Brc1cc(Br)c(Oc2cc(Br)cc(Br)c2Br)c(Br)c1
2529,B-2810,-5.774,CCOP(=O)(OC1=CC=C(Cl)C=C1Cl)OC1=CC=C(Cl)C=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,CCOP(=O)(Oc1ccc(Cl)cc1Cl)Oc1ccc(Cl)cc1Cl
2530,B-2811,-6.6813,ClC1=CC=C(C(Cl)=C1)C1=CC=CC(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1
2531,B-2812,-2.7448,CCC#CC(C)C,0.0,G1,B,,,Uncharged,Non-ionizable,CCC#CC(C)C
2532,B-2813,-3.4288,COP(=S)(OC)SCCSC(C)C,0.0,G1,B,,,Uncharged,Non-ionizable,COP(=S)(OC)SCCSC(C)C
2533,B-2815,-6.7697,CCCCCCCCCCCCCCCCO,0.659963878,G4,B,,Non Valid pH,Uncharged,Non-ionizable,CCCCCCCCCCCCCCCCO
2534,B-2819,-0.2355,NC(=O)C1=NN(C=N1)C1OC(CO)C(O)C1O,0.0,G1,B,,,Uncharged,Non-ionizable,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1
2535,B-2828,-6.2999,ClC1=CC(=CC(Cl)=C1)C1=CC=CC=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cc(Cl)cc(-c2ccccc2Cl)c1
2536,B-2831,-6.5363,BrC1=CC(Br)=C(OCCOC2=C(Br)C=C(Br)C=C2Br)C(Br)=C1,0.0,G1,B,,,Uncharged,Non-ionizable,Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1
2537,B-2832,-11.4795,ClC1=CC2=C(OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3O2)C(Cl)=C1Cl,0.164530814,G5,B,,,Uncharged,Non-ionizable,Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
2538,B-2833,-1.1029,COCCO[Si](CCCl)(OCCOC)OCCOC,0.0,G1,B,,,Uncharged,Non-ionizable,COCCO[Si](CCCl)(OCCOC)OCCOC
2539,B-2835,-2.0985,CCOC(=O)C1=CNC(=S)NC1=O,0.0,G1,B,,,Uncharged,Non-ionizable,CCOC(=O)c1c[nH]c(=S)[nH]c1=O
2540,B-2839,-3.8638,CCOC1=CC(OP(=S)(OC)OC)=NC(CC)=N1,0.0,G1,B,,,Uncharged,Non-ionizable,CCOc1cc(OP(=S)(OC)OC)nc(CC)n1
2541,B-2842,-7.93,ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,0.36,G3,B,,,Uncharged,Non-ionizable,Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl
2542,B-2843,-7.65,ClC1=CC=C(C(Cl)=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl
2543,B-2844,-7.8306,ClC1=CC=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,0.327513311,G5,B,,,Uncharged,Non-ionizable,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
2544,B-2845,-8.5901,ClC1=CC=C(Cl)C(=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c(Cl)c1Cl
2545,B-2846,-6.8245,ClC1=CC=CC(=C1)C1=C(Cl)C=CC=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cccc(-c2c(Cl)cccc2Cl)c1
2546,B-2848,-1.4188,CC(S(C)(=O)=O)S(C)(=O)=O,0.0,G1,B,,,Uncharged,Non-ionizable,CC(S(C)(=O)=O)S(C)(=O)=O
2547,B-2854,-0.823,CC(C)SS(=O)C(C)C,0.0,G1,B,,,Uncharged,Non-ionizable,CC(C)S[S+]([O-])C(C)C
2548,B-2855,-3.2419,CC(C)(O)CC(C)(O)C1=CC=CC2=CC=CC=C12,0.0,G1,B,,,Uncharged,Non-ionizable,CC(C)(O)CC(C)(O)c1cccc2ccccc12
2549,B-2856,-7.1806,ClC1=CC=C2OC3=CC=C(Cl)C=C3OC2=C1,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2
2550,B-2857,-11.5827,ClC1=C(Cl)C(Cl)=C(Cl)C2=C1OC1=C2C(Cl)=C(Cl)C(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl
2551,B-2861,-7.66,ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C=C(Cl)C=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1ccc(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1
2552,B-2862,-7.5746,CC(C)=CC1C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,0.0,G1,B,,,Uncharged,Non-ionizable,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
2553,B-2863,-6.0248,CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,0.68465,G2,B,,,Uncharged,Non-ionizable,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
2554,B-2866,-8.7202,ClC1=CC(=CC(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl
2555,B-2868,-5.9648,CC(C)(C)C1=NN(C(=O)O1)C1=CC(OCC#C)=C(Cl)C=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
2556,B-2869,-0.719,CCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,0.0,G1,B,,,Uncharged,Non-ionizable,CCn1c(=O)c2c(ncn2C)n(C)c1=O
2557,B-2871,-3.6344,ClCCC(Cl)OP(=O)(OC(Cl)CCCl)OC(Cl)CCCl,0.0,G1,B,,,Uncharged,Non-ionizable,O=P(OC(Cl)CCCl)(OC(Cl)CCCl)OC(Cl)CCCl
2558,B-2872,-8.68,ClC1=CC(Cl)=C(Cl)C(=C1)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cc(Cl)c(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1
2559,B-2873,-9.1999,ClC1=CC(Cl)=C(C(Cl)=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl
2560,B-2876,-5.3459,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,0.0,G1,B,,,Uncharged,Non-ionizable,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
2561,B-2881,-5.0797,COC1=CC=C(C=C1C)C(=O)C1=CC=CC(C)=C1,0.0,G1,B,,,Uncharged,Non-ionizable,COc1ccc(C(=O)c2cccc(C)c2)cc1C
2562,B-2883,-2.0506,CC1=NN=C(C(=O)N1N)C1=CC=CC=C1,0.0,G1,B,,,Uncharged,Non-ionizable,Cc1nnc(-c2ccccc2)c(=O)n1N
2563,B-2885,-7.0199,ClC1=CC=C(C=C1Cl)C1=C(Cl)C=CC=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1ccc(-c2c(Cl)cccc2Cl)cc1Cl
2564,B-2886,-6.3001,ClC1=CC=C(Cl)C(=C1Cl)C1=CC=CC=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1ccccc1-c1c(Cl)ccc(Cl)c1Cl
2565,B-2889,-2.0729,CC1=C2N3C=NN=C3SC2=CC=C1,0.0,G1,B,,,Uncharged,Non-ionizable,Cc1cccc2sc3nncn3c12
2566,B-2893,-3.6577,CCOP(=S)(OCC)OC1=NN(C(C)C)C(Cl)=N1,0.16885,G3,B,,,Uncharged,Non-ionizable,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1
2567,B-2895,-4.7239,CC(C)CCCC(C)CC=CC(C)=CC(=O)OCC#C,0.0,G1,B,,,Uncharged,Non-ionizable,C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C
2568,B-2898,-9.42,ClC1=CC(Cl)=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl
2569,B-2900,-0.3431,CCCOCC(O)COCCC,0.0,G1,B,,,Uncharged,Non-ionizable,CCCOCC(O)COCCC
2570,B-2901,-3.6137,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,0.0,G1,B,,,Uncharged,Non-ionizable,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1
2571,B-2906,-2.1129,CN1C(=O)NC(=O)C2=NC(C)=C(C)N=C12,0.0,G1,B,,,Uncharged,Non-ionizable,Cc1nc2c(=O)[nH]c(=O)n(C)c2nc1C
2572,B-2908,-3.7306,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,0.0247,G3,B,,,Uncharged,Non-ionizable,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1
2573,B-2916,-0.0575,CC1OC1C1OC1C,0.0,G1,B,,,Uncharged,Non-ionizable,CC1OC1C1OC1C
2574,B-2917,-1.8184,CN1C2=CC=CC=C2C(C(N)=O)=C1C(N)=O,0.0,G1,B,,,Uncharged,Non-ionizable,Cn1c(C(N)=O)c(C(N)=O)c2ccccc21
2575,B-2928,-5.7787,CC1CCC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC1C,0.0,G1,B,,,Uncharged,Non-ionizable,CC1=CCC2CC(CC3(CCC(C)C(C)O3)O2)OC(=O)C2C=C(C)C(O)C3OCC(=CC=CC(C)C1)C23O
2576,B-2929,-4.8772,CCC1OC2(CCC1C)CC1CC(CC=C(C)CC(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,0.0,G1,B,,,Uncharged,Non-ionizable,CCC1OC2(CCC1C)CC1CC(CC=C(C)CC(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2
2577,B-2931,-4.6304,ClC1=CC=C(OC2=CC=CC=C2)C(Cl)=C1,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1ccc(Oc2ccccc2)c(Cl)c1
2578,B-2932,-8.5801,ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C=C1Cl,0.00995,G3,B,,,Uncharged,Non-ionizable,Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1
2579,B-2934,0.586,O=C1NC=NC=C1,0.0,G1,B,,,Uncharged,Non-ionizable,O=c1ccnc[nH]1
2580,B-2940,-7.0502,ClC1=CC=C(C(Cl)=C1Cl)C1=CC=CC(Cl)=C1Cl,0.08495,G3,B,,,Uncharged,Non-ionizable,Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl
2581,B-2941,-7.4254,ClC1=CC=C(Cl)C(=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1
2582,B-2942,-7.94,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl
2583,B-2943,-8.1501,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,0.0,G1,B,,,Uncharged,Non-ionizable,Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl
