ID,Solubility,SMILEScurated,SD,Group,Dataset,Composition,Error,Charge
B-2247,-4.5452,[O-]C1=C(C=CC=C1[N+]([O-])=O)C(=O)NC1=CC=C(Cl)C=C1,0,G1,B,None,None,Negative
B-2248,-0.4825,CC(C)C(Br)C(=O)NC(C)C([O-])=O,0,G1,B,None,None,Negative
B-2249,-0.558,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,0,G1,B,None,None,Uncharged
B-2250,-3.8135,CCCCCOC(=O)C1=CC=C(O)C=C1,0,G1,B,None,None,Uncharged
B-2251,-5.2567,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,0,G1,B,None,None,Uncharged
B-2252,-1.96,O=CCC1=CC=C2OCOC2=C1,0,G1,B,None,None,Uncharged
B-2253,-2.1031,[O-]C(=O)C1CC(=O)C2=CC=CC=C2C1,0,G1,B,None,None,Negative
B-2254,-2.9374,CCNC1=NC(Cl)=NC(NCC(=O)OCC)=N1,0,G1,B,None,None,Uncharged
B-2255,-0.5847,[NH3+]C(CO)C(=O)NC(CO)C([O-])=O,0,G1,B,None,None,Zwitterion
B-2256,-1.9937,ON=C1CCCC1=NO,0,G1,B,None,None,Uncharged
B-2257,-0.8457,CC1CCC(=O)N1C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2259,-2.0853,COC(=O)C1=C(C=CC=C1[N+]([O-])=O)C([O-])=O,0,G1,B,None,None,Negative
B-2260,-2.3466,CC(C)OC(=O)C1=CC=CC(=C1C([O-])=O)[N+]([O-])=O,0,G1,B,None,None,Negative
B-2261,-2.4897,CC(C)OC(=O)C1=C(C=CC=C1[N+]([O-])=O)C([O-])=O,0,G1,B,None,None,Negative
B-2262,-3.0467,CC(C)(C)OC(=O)C1=CC=CC(=C1C([O-])=O)[N+]([O-])=O,0,G1,B,None,None,Negative
B-2263,-3.0689,CC(C)CCOC(=O)C1=CC=CC(=C1C([O-])=O)[N+]([O-])=O,0,G1,B,None,None,Negative
B-2264,-2.7896,CC1=CC(C)=C(C(C)=C1)P([O-])=O,0,G1,B,None,None,Negative
B-2265,-0.7306,CCC(C)OC,0,G1,B,None,None,Uncharged
B-2266,0.481,OCC(CO)OCC=C,0,G1,B,None,None,Uncharged
B-2267,-0.6104,CN(C(N)=N[N+]([O-])=O)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2268,-2.7193,CCC(C)OC(=O)C1=CC=CC(=C1C([O-])=O)[N+]([O-])=O,0,G1,B,None,None,Negative
B-2270,-4.3341,CC1CCCCC1C,0,G1,B,None,None,Uncharged
B-2272,-0.3861,[NH3+]C(CO)C([O-])=O,0,G1,B,None,None,Zwitterion
B-2273,-0.9916,[NH3+]C(CCC([O-])=O)C([O-])=O,0.158552533,G5,B,None,None,Zwitterion
B-2274,-5.52,ClC1=CC=C(OC2=CC=CC=C2Cl)C=C1,0,G1,B,None,None,Uncharged
B-2275,-1.3144,CC(=O)NC(NC(C)=O)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2277,0.6514,CNC(=O)C=C(C)OP(=O)(OC)OC,0,G1,B,None,None,Uncharged
B-2278,-5.1307,COC1=C(Cl)C(Cl)=CC(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-2279,-0.4257,NC(=O)NN=CC(O)C(O)C(O)C(O)CO,0,G1,B,None,None,Uncharged
B-2280,-1.8367,CCCCOC(=O)C1=CC=CN=C1,0,G1,B,None,None,Uncharged
B-2281,-1.2558,OCCCOC(=O)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2283,-1.5706,CNC(=O)OC1=CC=CC=C1C1OCCO1,0,G1,B,None,None,Uncharged
B-2285,-4.7925,ClC1=CC=C(OC2=CC=CC=C2)C=C1,0,G1,B,None,None,Uncharged
B-2287,-4.1898,CC(C)C1=CC=CC=C1Br,0,G1,B,None,None,Uncharged
B-2289,-1.2005,CCCCP(=O)(CCCC)OCC,0,G1,B,None,None,Uncharged
B-2290,-4.3901,CC1=CC([O-])=C(C=C1Cl)[N+]([O-])=O,0,G1,B,None,None,Negative
B-2291,-4.3635,COC1=CC(=CC(Cl)=N1)C(Cl)(Cl)Cl,0,G1,B,None,None,Uncharged
B-2292,-1.947,CCOC1=CC=C(C=C1)N(C(C)=O)C(C)=O,0,G1,B,None,None,Uncharged
B-2293,-1.8456,CCCCOP(=O)(OCC)OCCCC,0,G1,B,None,None,Uncharged
B-2294,-1.4995,CCCCOP(=O)(OC)OCCCC,0,G1,B,None,None,Uncharged
B-2295,-2.6774,[O-]C(=O)C1=CC=CC2=NC=CC=C12,0,G1,B,None,None,Negative
B-2296,-3.2634,COC(=O)C1=CC(Cl)=CC(N)=C1Cl,0,G1,B,None,None,Uncharged
B-2297,-1.2708,CCC(C)(O)C(C)(C)C,0,G1,B,None,None,Uncharged
B-2298,0.5035,CN(C)C(=O)CCC(=O)N(C)C,0,G1,B,None,None,Uncharged
B-2299,-2.2681,[O-]C(=O)CC[Se][Se]CCC([O-])=O,0,G1,B,None,None,Negative
B-2300,-0.4168,OCN1CC(=O)N(CO)CC1=O,0,G1,B,None,None,Uncharged
B-2301,-1.4556,CC(C)[C-]1C(=O)NC(=O)NC1=O,0,G1,B,None,None,Negative
B-2302,-2.1425,O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)N1CCOCC1,0,G1,B,None,None,Uncharged
B-2303,-0.7684,CN(N=O)C(C)=O,0,G1,B,None,None,Uncharged
B-2304,-7.2006,ClC12C3C4CC(C=O)C5C4C(Cl)(C13Cl)C(Cl)(Cl)C25Cl,0,G1,B,None,None,Uncharged
B-2305,0.2235,O=S=O,0,G1,B,None,None,Uncharged
B-2306,-3.4085,CCNC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2307,-1.9196,NC1=NC2=C(O)C=CC=C2S1,0,G1,B,None,None,Uncharged
B-2308,0.8412,CC1(CCOC1=O)C([O-])=O,0,G1,B,None,None,Negative
B-2309,-2.8141,[O-]C(=O)C1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1C([O-])=O,0,G1,B,None,None,Negative
B-2310,-0.4416,NC1=NC(=O)N(C=C1)C1CCC(CO)O1,0,G1,B,None,None,Uncharged
B-2311,-1.246,COC1(C)COC(C)(CO1)OC,0,G1,B,None,None,Uncharged
B-2312,-1.5826,COC1=CC(C=CC)=CC=C1OCC([O-])=O,0,G1,B,None,None,Negative
B-2313,-2.626,O=C1CCCCCCCCCCCCN1,0,G1,B,None,None,Uncharged
B-2314,-3.0948,OCC1=CC(Cl)=C(Cl)C(Cl)=C1,0,G1,B,None,None,Uncharged
B-2315,-2.886,II,0,G1,B,None,None,Uncharged
B-2316,-2.0361,OC1=CC=CC2=CN=CN=C12,0,G1,B,None,None,Uncharged
B-2317,-2.2886,CCCCSS(=O)CCCC,0,G1,B,None,None,Uncharged
B-2318,-0.4764,[NH3+]CC(O)C1=CC=CC=C1,0,G1,B,None,None,Positive
B-2319,-2.3541,CC(Cl)C(C)Cl,0.17295,G3,B,None,None,Uncharged
B-2320,-3.194,ON(C(=O)C1=CC=CO1)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2321,1.6988,[F-],0,G1,B,None,None,Negative
B-2322,1.0084,[O-]S([O-])(=O)=O,0,G1,B,None,None,Negative
B-2323,-1.2403,CCCOC(=O)C1=CC=CN=C1,0,G1,B,None,None,Uncharged
B-2324,-1.8433,CN1C(COC(N)=O)=NC=C1[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2325,-0.6823,CCCCC(NC(C)=O)C([O-])=O,0.169,G3,B,None,None,Negative
B-2327,-2.4973,COP(=O)(OC)OC(C)=CC(=O)OC(C)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2328,-2.3152,[O-]C(=O)C1=C(Cl)C=CC2=CC=CC=C12,0,G1,B,None,None,Negative
B-2329,-3.795,CCCOCCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,0,G1,B,None,None,Uncharged
B-2331,-0.1901,N#N,0,G1,B,None,None,Uncharged
B-2332,-0.8922,[Cu++].[O-]S([O-])(=O)=O,0,G1,B,None,None,Negative
B-2333,0.6187,O[As]([O-])([O-])=O,0,G1,B,None,None,Negative
B-2334,0.0691,O=O,0,G1,B,None,None,Uncharged
B-2335,-1.0513,ClCl,0.041342722,G5,B,None,None,Uncharged
B-2337,0.4276,COC(=O)C=C(C)OP(=O)(OC)OC,0.11095,G3,B,None,None,Uncharged
B-2338,-1.8898,CCC(Cl)(Cl)Cl,0,G1,B,None,None,Uncharged
B-2340,-3.9351,CCOP(=S)(OCC)OCCSCC,0,G1,B,None,None,Uncharged
B-2341,-3.947,CCC(CC)C1=CC=CC(OC(=O)NC)=C1,0,G1,B,None,None,Uncharged
B-2342,-2.125,CCCCCCCCOCCO,0,G1,B,None,None,Uncharged
B-2343,0.3048,CC(C)C(O)C#N,0,G1,B,None,None,Uncharged
B-2344,-1.3528,CCC(CC)COC(C)=O,0,G1,B,None,None,Uncharged
B-2346,-1.598,ClCC=CCl,0,G1,B,None,None,Uncharged
B-2347,0.8412,CC1CC1(C([O-])=O)C([O-])=O,0,G1,B,None,None,Negative
B-2348,-2.4318,[O-]C(=O)CC(C([O-])=O)(C1=CC=CC=C1)C1=CC=CC=C1,0,G1,B,None,None,Negative
B-2349,-1.2075,NC(=O)C(Br)(Br)C#N,0,G1,B,None,None,Uncharged
B-2350,-5.0917,COC1=CC=C(Cl)C=C1C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)[N-]C(=O)NC1CCCCC1,0,G1,B,None,None,Negative
B-2351,0.8504,COP(N)(=O)SC,0,G1,B,None,None,Uncharged
B-2353,-0.7089,CC(C)C[NH+]1CCOCC1,0,G1,B,None,None,Positive
B-2354,-2.183,CC(=O)NC(CC1=CC(Br)=C([O-])C(Br)=C1)C([O-])=O,0,G1,B,None,None,Negative
B-2355,-0.0456,[O-]C(=O)C1=CC2=CC=CN=C2C=C1,0,G1,B,None,None,Negative
B-2356,-2.319,O=C(NC1CCCCC1)C1=CC=CN=C1,0,G1,B,None,None,Uncharged
B-2357,-0.9249,CC1(C)C2CCC1(C)C(=O)C2O,0,G1,B,None,None,Uncharged
B-2358,-3.5583,NC1=CC(=CC=C1Br)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2359,-1.9208,CCCCCCCCOCC(O)CO,0,G1,B,None,None,Uncharged
B-2360,-4.4095,CCOC(=O)CCCOC1=CC=C(Cl)C=C1C,0,G1,B,None,None,Uncharged
B-2362,-3.6693,OC1(CC[NH+](CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1,0,G1,B,None,None,Positive
B-2363,-4.6021,CC1=C(Cl)C([O-])=C(Cl)C(Cl)=C1Cl,0,G1,B,None,None,Negative
B-2364,0.5112,CCOP(=O)(OC)OC,0,G1,B,None,None,Uncharged
B-2365,-2.4421,CCOP(=S)(OCC)SCS(=O)C(C)(C)C,0,G1,B,None,None,Uncharged
B-2366,-5.0389,CC(C)OC(=O)C1=CC(=CC(=C1)C(=O)OC(C)C)[N+]([O-])=O,0.42055,G3,B,None,None,PureChargeSeparation
B-2368,-3.4428,COC(=O)C1(O)OCC23C4C(OCC4(C(CC2OC(=O)C(C)=CC)OC(C)=O)C(=O)OC)C(O)C(C)(C13)C12OC1(C)C1CC2OC2OC=CC12O,0,G1,B,None,None,Uncharged
B-2369,0.8401,OP([O-])(=O)CCCl,0,G1,B,None,None,Negative
B-2370,-3.8762,CC1=CCC=C1,0.231217876,G3,B,None,Multi-constituent Substances,Uncharged
B-2371,-8.8336,CCOC1=CC(N=NC2=CC(=CC(=C2Br)[N+]([O-])=O)[N+]([O-])=O)=C(NC(C)=O)C=C1N(CCOC(C)=O)CCOC(C)=O,0,G1,B,None,None,PureChargeSeparation
B-2372,-1.9851,CNC(=O)OC1=CC(C)=CC(C)=C1C,0,G1,B,None,None,Uncharged
B-2373,-1.4932,[O-]C(=O)CC[Ge](=O)O[Ge](=O)CCC([O-])=O,0,G1,B,None,None,Negative
B-2374,-2.5959,COC1=CC=C(C=C1)C(O)(C1CC1)C1=CN=CN=C1,0,G1,B,None,None,Uncharged
B-2375,0.0549,CC(C)OCC(O)COC(C)C,0,G1,B,None,None,Uncharged
B-2376,-2.2304,CC(=O)C1=CC=C(O)C(=C1)C([O-])=O,0,G1,B,None,None,Negative
B-2377,-2.5785,ClCC(Cl)(Cl)CCl,0,G1,B,None,None,Uncharged
B-2378,-1.94,COC1C(O)C(COC2C(O)CC(O)OC2C)OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3(O)C2)C2=CC(=O)OC2)C1O,0,G1,B,None,None,Uncharged
B-2379,0.2656,CN(C)C(=O)C1=CC=C(C=C1)C(=O)N(C)C,0,G1,B,None,None,Uncharged
B-2380,-2.9771,O=C(NC1=CC=CC=N1)C1=CC=CN=C1,0,G1,B,None,None,Uncharged
B-2381,0.5233,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,0,G1,B,None,None,Uncharged
B-2382,-6.6637,[O-]C1=C(Br)C=C(C=NOC2=CC=C(C=C2[N+]([O-])=O)[N+]([O-])=O)C=C1Br,0,G1,B,None,None,Negative
B-2383,-2.5094,CCCSP(=O)(OCC)SCCC,0,G1,B,None,None,Uncharged
B-2384,-1.5141,O=C1NC2=CN=CN=C2[N-]1,0,G1,B,None,None,Negative
B-2385,0.9278,CN(CC([O-])=O)N=O,0,G1,B,None,None,Negative
B-2386,-2.3151,NC(N)=[NH+]C(=[NH2+])NC1=CC=CC2=CC=CC=C12,0,G1,B,None,None,Positive
B-2387,-2.4155,CCOP(=O)(OCC)SCC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2388,0.1956,NC1=C(C=C(NC2=CC=C(C(NC3=NC(Cl)=NC(Cl)=N3)=C2)S([O-])(=O)=O)C2=C1C(=O)C1=CC=CC=C1C2=O)S([O-])(=O)=O,0,G1,B,None,None,Negative
B-2390,-0.4405,CCCC[NH2+]CC,0.007211059,G3,B,None,None,Positive
B-2391,-1.4598,CN1C(=O)N(C)C2=NC=CN=C2C1=O,0,G1,B,None,None,Uncharged
B-2392,-3.2068,CC1(C)CC2=CC=CC(=C2O1)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2394,-2.8868,CC(=O)NC(CSC1=CC=C(Cl)C(Cl)=C1)C([O-])=O,0,G1,B,None,None,Negative
B-2395,-4.9489,CCOC(=O)C1=CN2N=C(OP(=S)(OCC)OCC)C=C2N=C1C,0,G1,B,None,None,Uncharged
B-2396,-1.7423,IC1=CNC(=O)C=C1,0,G1,B,None,None,Uncharged
B-2397,0.3322,NC(=[NH2+])NCCCCCCCC[NH2+]CCCCCCCCNC(N)=[NH2+],0,G1,B,None,None,Positive
B-2398,-2.9987,CCNC1=NC(OC)=NC(=N1)N(CC)CC,0,G1,B,None,None,Uncharged
B-2399,-1.3752,CCCCOC(=O)C(C)OC(=O)C(C)O,0,G1,B,None,None,Uncharged
B-2400,-0.6525,NC(=O)NCNC(N)=O,0,G1,B,None,None,Uncharged
B-2401,1.0499,CCC(O)C[NH3+],0,G1,B,None,None,Positive
B-2402,-13.1719,ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,0,G1,B,None,None,Uncharged
B-2403,-4.1322,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1,0,G1,B,None,None,Uncharged
B-2404,-1.102,[O-]C(=O)C1=CC=[N+]([O-])C=C1,0,G1,B,None,None,Negative
B-2405,-1.011,CCCC1CCC[NH2+]C1,0,G1,B,None,None,Positive
B-2406,-2.4361,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,0.072139215,G5,B,None,None,Uncharged
B-2410,-4.9453,CC(=O)OC1(CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC12C)C(C)=O,0,G1,B,None,None,Uncharged
B-2411,-1.1692,OCC(NC(=O)C[N-][N+]#N)C(O)C1=CC=C(C=C1)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2412,0.1851,CCC(C)[NH3+],0,G1,B,None,None,Positive
B-2413,-0.7403,[O-]C(=O)C=CCBr,0,G1,B,None,None,Negative
B-2414,-3.9422,CN1C2=CC=CC=C2SC2=CC=C(CC([O-])=O)C=C12,0,G1,B,None,None,Negative
B-2415,-2.1973,CC=CCC1(CC=CC)C(=O)NC(=O)NC1=O,0,G1,B,None,None,Uncharged
B-2416,-1.2774,CC1=C(C=C(O1)C(O)C(O)C(O)CO)C([O-])=O,0,G1,B,None,None,Negative
B-2418,-1.0216,CN(C)C1=NC=NC2=NC=CN=C12,0,G1,B,None,None,Uncharged
B-2419,-0.0719,CCOCCC(=O)OC,0,G1,B,None,None,Uncharged
B-2420,-1.6391,CCCCOC(=O)CCOCC,0,G1,B,None,None,Uncharged
B-2421,-2.1956,CCCCCOC(=O)CCOCC,0,G1,B,None,None,Uncharged
B-2422,-2.8289,CCCCCCOC(=O)CCOCC,0,G1,B,None,None,Uncharged
B-2423,-0.6334,CCCOCCC(=O)OC,0,G1,B,None,None,Uncharged
B-2424,-1.6848,CCCOCCC(=O)OCCC,0,G1,B,None,None,Uncharged
B-2425,-2.4029,CCCCOCCC(=O)OCCCC,0,G1,B,None,None,Uncharged
B-2427,-4.6935,C1COC2=CC=CC=C2OCCOCCOC2=CC=CC=C2OCCO1,0,G1,B,None,None,Uncharged
B-2428,-4.1558,COC1=CC=C(OC2=CC=C(NC(=O)N(C)C)C=C2)C=C1,0,G1,B,None,None,Uncharged
B-2429,-4.4603,FC(F)(F)C1=NC2=CC(Cl)=C(Cl)C=C2N1C(=O)OC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2431,0.4579,CC(C)C([NH3+])C(=O)NCC([O-])=O,0,G1,B,None,None,Zwitterion
B-2432,0.487,CN(C)C(=O)C1=CC(=CC=C1)C(=O)N(C)C,0,G1,B,None,None,Uncharged
B-2433,-2.2471,[O-]C(=O)CCC[Se][Se]CCCC([O-])=O,0,G1,B,None,None,Negative
B-2434,-2.4206,CCOC(=O)COC1=CC=C(Cl)C=C1,0,G1,B,None,None,Uncharged
B-2435,-3.7655,COC(=O)C(Cl)CC1=CC=C(Cl)C=C1,0,G1,B,None,None,Uncharged
B-2436,-1.969,CC1=CC=CC=C1OC1=CC=CN=N1,0,G1,B,None,None,Uncharged
B-2437,-2.9804,CN1C(=O)NN(C1=O)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2438,-2.2273,NC(=O)C1=CC=CC=C1OCC=C,0,G1,B,None,None,Uncharged
B-2441,-0.8926,CC(C)C1NC(=O)CNC1=O,0,G1,B,None,None,Uncharged
B-2443,-1.9636,CCCC(C)C(O)CC,0,G1,B,None,None,Uncharged
B-2444,-1.9644,CC1(C)CCC2(CCC(C)(C)O2)O1,0,G1,B,None,None,Uncharged
B-2445,-3.3192,[O-]C1=CC=CC=C1S(=O)(=O)C1=CC=CC=C1[O-],0,G1,B,None,None,Negative
B-2446,-1.4939,[O-]C(=O)C(CC1=CC=CC=C1)[NH2+]CCC#N,0,G1,B,None,None,Zwitterion
B-2447,-2.7223,ClC(Cl)C(Cl)C(Cl)Cl,0,G1,B,None,None,Uncharged
B-2448,-1.7546,[NH3+]C(CC1=CC(Cl)=C([O-])C(Cl)=C1)C([O-])=O,0,G1,B,None,None,Zwitterion
B-2449,-0.4874,OC(CC([O-])=O)(CC([O-])=O)C(=O)NC1=CC=CC=C1,0,G1,B,None,None,Negative
B-2450,-3.3138,COC(=O)C1=CC=C(O)C(I)=C1,0,G1,B,None,None,Uncharged
B-2451,-3.4924,CCOC(=O)C1=CC=C(O)C(I)=C1,0,G1,B,None,None,Uncharged
B-2452,-3.6865,CCCOC(=O)C1=CC=C(O)C(I)=C1,0,G1,B,None,None,Uncharged
B-2453,-3.9033,CCCCOC(=O)C1=CC=C(O)C(I)=C1,0,G1,B,None,None,Uncharged
B-2454,-2.6003,CC(OC1=CC=C(Cl)C=C1Cl)C([O-])=O,0,G1,B,None,None,Negative
B-2455,-2.0822,CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,0,G1,B,None,None,Uncharged
B-2456,-3.5702,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C12,0.0149,G3,B,None,None,Uncharged
B-2458,-4.2084,IC1=CC=CC=C1C(=O)NC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2459,-3.0643,OCC1=C2OCOC2=CC=C1[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2460,-5.2151,[O-][N+](=O)C1=CC=C(OC2=CC=C(C=C2[N+]([O-])=O)C(F)(F)F)C=C1,0,G1,B,None,None,PureChargeSeparation
B-2461,-0.0798,CN=SC=NCO,0,G1,B,None,None,Uncharged
B-2462,0.2475,CC(OC(C)=O)C#N,0,G1,B,None,None,Uncharged
B-2463,-2.0741,[Cl-].[Cl-].[Pt++],0,G1,B,None,None,Negative
B-2465,-2.812,[O-]C1=[NH+]C2=CC=CC=C2NC1=O,0,G1,B,None,None,Zwitterion
B-2466,-4.8108,CCCCC(C)(C)CCC,0,G1,B,None,None,Uncharged
B-2468,-1.452,[O-]C(=O)CSSSSCC([O-])=O,0,G1,B,None,None,Negative
B-2469,-0.5084,CCCCOCCOC(N)=O,0,G1,B,None,None,Uncharged
B-2470,-5.1467,OCC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-2472,0.0767,[O-]C(=O)CC(Cl)C([O-])=O,0,G1,B,None,None,Negative
B-2473,-1.8293,CCNC(=O)C(C)OC(=O)NC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2474,-2.5687,CCCCCCP(=O)(OCC)OCC,0,G1,B,None,None,Uncharged
B-2475,-3.3015,[O-]C1=CC2=CC=CC=C2C=C1C1=[NH+]CCN1,0,G1,B,None,None,Zwitterion
B-2476,-2.4662,CC1=CC=C(O)C(I)=C1,0,G1,B,None,None,Uncharged
B-2477,-3.1559,CC(=O)OC1=CC=CC=C1C=CC([O-])=O,0,G1,B,None,None,Negative
B-2479,-3.2232,CCOC(=O)C1=CC=C(O)C(Cl)=C1,0,G1,B,None,None,Uncharged
B-2480,-0.8969,CC(C)CC([NH3+])C(=O)NC(CCC([O-])=O)C([O-])=O,0,G1,B,None,None,Zwitterion
B-2481,-1.5347,CCCC(=O)N(C)N=O,0,G1,B,None,None,Uncharged
B-2482,-2.3972,CC(OC1=CC=C(Cl)C=C1C)C([O-])=O,0,G1,B,None,None,Negative
B-2483,-0.2104,NC(=O)C(Cl)=C,0,G1,B,None,None,Uncharged
B-2484,-1.1001,C=COC1CC1,0,G1,B,None,None,Uncharged
B-2485,-0.8213,CC1(CC[NH+]2CCCCC2)NC(=O)NC1=O,0,G1,B,None,None,Positive
B-2486,-1.5229,CC(=O)OC1C(OC2OC(C)(C)OC12)C1COC(C)(C)O1,0,G1,B,None,None,Uncharged
B-2487,-0.6787,NNC(=O)C1=NC=CS1,0,G1,B,None,None,Uncharged
B-2488,-0.4466,CNC(=O)ON=C(C)SC,0,G1,B,None,None,Uncharged
B-2489,-4.3701,COC1=CC(Cl)=C(Cl)C(Cl)=C1OC,0,G1,B,None,None,Uncharged
B-2490,-1.5013,COC1=CC(Cl)=CC=C1O,0,G1,B,None,None,Uncharged
B-2491,-2.8684,NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NN=CS1,0,G1,B,None,None,Negative
B-2492,-0.7472,CCOC(=O)CC1(C)CCC(=O)O1,0,G1,B,None,None,Uncharged
B-2493,-2.3256,CCC(C(C([O-])=O)C1=CC=CC=C1)C([O-])=O,0,G1,B,None,None,Negative
B-2494,-3.6723,ON(C(=O)C1=CC=C(Cl)C=C1Cl)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2495,-1.7561,CSC1=NC2=NC=CN=C2C=N1,0.30195,G3,B,None,None,Uncharged
B-2496,-2.2088,CC(C)C1(Br)C(=O)NC(=O)[N-]C1=O,0,G1,B,None,None,Negative
B-2497,-2.5283,NS(=O)(=O)C1=CC=C(C=C1)S(N)(=O)=O,0,G1,B,None,None,Uncharged
B-2498,-2.8756,CCCCC1(CCCC)C(=O)NC(=O)NC1=O,0,G1,B,None,None,Uncharged
B-2499,-2.4089,OC1=CC=CC2=CC=NN=C12,0,G1,B,None,None,Uncharged
B-2500,-2.6783,CC1=CN=NC2=C(O)C=CC=C12,0,G1,B,None,None,Uncharged
B-2501,-1.3468,OC1=CC=CC2=NC=CN=C12,0,G1,B,None,None,Uncharged
B-2502,-1.6576,OC1=CN=CC2=CC=CN=C12,0,G1,B,None,None,Uncharged
B-2503,-1.3505,NC(=O)NCC(=O)NCC(=O)NCC([O-])=O,0,G1,B,None,None,Negative
B-2504,-0.4189,CC[NH2+]C(CC)C([O-])=O,0,G1,B,None,None,Zwitterion
B-2505,0.1592,OC(C([O-])=O)C1=CC=CC=C1,0,G1,B,None,None,Negative
B-2506,-0.8996,NC(=O)NCC(=O)NCC([O-])=O,0,G1,B,None,None,Negative
B-2507,-2.3662,CC(C)OC(C)(C)C,0,G1,B,None,None,Uncharged
B-2508,-1.5125,[NH3+]C(CC1=CC(=C([O-])C(=C1)[N+]([O-])=O)[N+]([O-])=O)C([O-])=O,0,G1,B,None,None,Zwitterion
B-2509,-3.5952,CC(C)=NNC(=O)NC1=CC=C(C=C1)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2510,-1.5354,COC1=C(C=C(C=C1C([O-])=O)C([O-])=O)C([O-])=O,0,G1,B,None,None,Negative
B-2511,-1.747,CCC1OC(=O)C2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-2512,-3.783,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,0.0365,G3,B,None,None,Uncharged
B-2513,-1.0939,CC1=NN=C(N)N=C1C,0,G1,B,None,None,Uncharged
B-2514,-5.76,C[NH+](C)C(CSS(=O)(=O)C1=CC=CC=C1)CSS(=O)(=O)C1=CC=CC=C1,0,G1,B,None,None,Positive
B-2515,-0.6916,CCC(CC#N)C#N,0,G1,B,None,None,Uncharged
B-2516,-2.4904,CC1OC(CCC1OC1OC(C)C(C(O)C1O)[NH+](C)C)N1C=CC(NC(=O)C2=CC=C(NC(=O)C(C)([NH3+])CO)C=C2)=NC1=O,0,G1,B,None,None,Positive
B-2517,-1.4825,OCCOC(=O)C1=CC=CC=C1C([O-])=O,0,G1,B,None,None,Negative
B-2520,-2.3853,NC1=CC(=C([O-])C(=C1)[N+]([O-])=O)[N+]([O-])=O,0,G1,B,None,None,Negative
B-2521,-4.9644,[O-]C(=O)CC1=C(N=C(S1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1,0,G1,B,None,None,Negative
B-2522,-2.9004,C=CCCCN=C=S,0,G1,B,None,None,Uncharged
B-2523,-3.8557,[O-]C1=CC(=CC=C1[N+]([O-])=O)C1=CC=CC=C1,0,G1,B,None,None,Negative
B-2524,-1.3755,COC1=C(C)C(C=O)=CC=C1O,0,G1,B,None,None,Uncharged
B-2525,-2.6099,CC(C)OC(=O)C1=CC=C(N)C=C1,0,G1,B,None,None,Uncharged
B-2527,-1.9509,C[Si](C)(C)CCC[NH3+],0,G1,B,None,None,Positive
B-2528,-1.6458,NN=C(N)N[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2529,-2.746,OCC1=CC=C(I)C=C1,0,G1,B,None,None,Uncharged
